athlete_id,name,rank,region,longitude,latitude,age,height,weight,run400,run5k,fran,candj,snatch,deadlift,backsq,pullups,coach,certification,multiple,howlong
221549,MattheausOtero,107,Trinidad and Tobago,-61.2225,10.6918,24,67,180,58,1550,192,315,265,355,260,40,1,1,0,0
22482,JeremyHerider,12,Southern California (Los Angeles),-118.2437,34.0522,43,70,181,65,1250,193,285,225,545,435,52,0,1,1,2
96232,JeffDempsey,13,South East (Georgia),-82.9001,32.1656,48,71,169,67,1269,193,285,215,385,335,50,0,1,1,2
19165,RayCarr,13,Mid Atlantic (Virginia),-78.6569,37.4316,46,71,195,55,1288,195,255,195,455,365,65,1,0,1,2
220990,KenIdler,5,North West (Washington),-120.7401,47.7511,52,72,195,76,1267,189,235,190,425,375,65,0,1,1,2
28181,BenKelly,13,North East (Connecticut),-72.6506,41.5623,44,71,197,63,1197,197,255,195,445,410,57,0,1,0,0
17521,GabrielRomero,18,South West (Colorado),-105.7821,39.5501,41,65,155,63,1238,198,250,195,445,375,58,1,0,1,2
44103,BobRuano,5,South East (Florida),-82.3248,29.6516,51,65,165,78,1151,197,275,205,455,375,65,1,0,1,2
2735,RonaldThomas,15,Central East (Ohio),-81.3396,41.6662,48,71,199,67,1240,200,245,185,465,415,55,0,0,1,2
31102,DanLoewenberg,19,North East (Connecticut),-72.6506,41.5623,40,69,180,57,1260,200,275,205,465,395,61,0,1,1,2
7945,DavidLevey,32,South Africa,22.9375,-30.5595,37,70,198,50,1280,200,320,265,474,441,45,0,1,1,2
51395,JustinHernandez,85,Philippines,121.774,12.8797,28,68,181,98,1900,200,330,265,505,445,45,1,1,0,0
20606,AllenDuarte,6,Hawaii,-155.5828,19.8968,51,67,165,68,1363,200,245,200,430,350,65,0,0,1,2
546555,CjRusso,12,North East (New York),-74.2179,43.2994,45,65,162,68,1358,202,265,215,455,405,68,1,1,0,0
560066,WesSchneider,15,Southern California,-116.4194,34.9592,43,74,200,58,1200,202,315,235,445,405,46,0,0,1,2
528108,SebastianRodriguez,100,Ecuador,-78.1834,-1.8312,22,67,176,61,1698,202,150,220,350,200,35,0,0,0,0
3011,BrandonNolin,14,Central East (Ohio),-2.9071,40.4173,36,71,220,74,1230,203,341,280,525,425,50,0,0,0,0
233030,RobertBoshoven,6,Central East (Michigan),-83.4833,42.4311,52,69,190,60,1284,226,235,165,475,365,60,1,1,1,2
326350,LukeFiso,52,Australia,133.7751,-25.2744,25,69,189,53,1495,203,298,265,485,403,47,0,1,1,2
161549,DariusBoockholdt,7,North West (Idaho),-114.742,44.0682,51,69,179,70,1185,229,240,185,425,375,60,0,0,1,2
19807,BrandonBonser,14,South Central (Texas),-99.9018,31.9686,45,74,215,70,1215,204,245,185,455,365,53,0,1,1,2
8419,JohnBusch,7,Mid Atlantic (Pennsylvania),-77.1945,41.2033,52,69,189,69,1280,296,235,200,457,320,62,0,0,0,0
71759,BryanShockley,15,South East (Georgia),-82.9001,32.1656,48,68,165,85,1220,205,225,175,325,300,50,0,1,1,2
124042,MarquanJones,36,South East (Georgia),-82.9001,32.1656,24,71,190,68,1267,205,330,285,485,415,54,0,1,1,2
11949,MarcoCasali,2,Chile,-71.543,-35.6751,48,69,185,58,1245,209,276,220,441,445,70,0,1,1,2
82533,ToddMcKinnon,14,Northern California (San Jose),-120.8958,38.8375,43,74,193,65,1190,210,245,190,395,350,55,0,0,0,0
8623,JeffGermond,41,South Central (Texas),-99.9018,31.9686,33,68,193,65,1316,210,325,260,465,430,50,1,1,1,2
21529,MichaelMogard,46,South Korea,127.7669,35.9078,31,69,183,60,1360,210,330,290,561,471,50,0,1,1,2
520384,AbeCook,8,North West (Oregon),-120.5542,43.8041,50,67,175,62,1240,236,255,187,430,360,64,0,1,0,0
116538,JarrodNewman,12,North West (Washington),-120.7401,47.7511,45,71,184,65,1306,211,235,205,450,345,52,0,0,1,2
282280,MattNicholson,10,Australia,133.7751,-25.2744,51,67,176,60,1245,205,242,195,495,429,65,0,1,0,0
572208,DionWalmsley,3,Australia,133.7751,-25.2744,48,70,179,55,1190,216,231,187,441,331,74,0,1,0,0
399917,EricBartlett,11,Central East (Michigan),-85.6024,44.3148,48,67,175,70,1190,216,225,175,405,325,66,0,1,0,0
305373,PatrickSprague,14,North West (Washington),-120.7401,47.7511,49,70,215,70,1200,218,260,205,525,440,50,0,0,0,0
576724,WillPowell,1,South Central (Texas),-99.9018,31.9686,60,72,203,67,1184,220,245,207,475,415,70,0,0,1,2
395955,KevinUnger,5,North East (Massachusetts),-71.3824,42.4072,48,70,201,66,1256,220,260,185,360,315,65,1,0,0,0
472001,KobeKhy,129,Cambodia,104.991,12.5657,27,67,142,73,1581,220,154,132,353,243,30,1,0,0,0
128750,BrianCurley,11,North East (Massachusetts),-71.3824,42.4072,54,73,196,75,1207,201,225,176,405,345,57,1,1,1,2
475354,BillyGoodson,11,South East (Georgia),-82.9001,32.1656,50,69,199,78,1198,247,245,210,445,410,65,0,1,0,0
85441,AndyAndrews,136,Sri Lanka,80.7718,7.8731,26,66,149,66,1590,223,231,161,386,282,31,1,0,0,0
255590,GregMerkac,10,Canada East (Quebec),-71.208,46.8139,43,71,202,65,1290,225,285,205,435,370,65,0,0,1,2
475029,EnricClosa,137,Andorra,1.5218,42.5063,28,67,187,65,1593,225,198,154,331,353,40,0,0,0,0
137975,WillBurke,12,Hawaii,-155.5828,19.8968,52,72,185,75,1300,280,205,155,355,335,63,0,0,1,2
24305,RandalLane,18,South West (Colorado),-105.7821,39.5501,46,72,192,65,1200,226,255,195,455,375,52,1,1,0,0
383038,CliffLewis,14,South Central (Texas),-99.9018,31.9686,50,69,172,74,1180,189,240,180,375,325,50,1,1,1,2
268729,JamesCrosby,14,North Central (North Dakota),-101.002,47.5515,51,69,183,75,1252,204,275,211,405,365,53,0,1,1,2
8634,JasonMiller,10,Australia,133.7751,-25.2744,43,65,160,76,1200,230,135,125,335,200,59,0,0,0,0
178545,SteveHamming,13,Central East (Michigan),-85.6024,44.3148,55,72,202,68,1180,235,255,205,425,355,65,1,0,0,0
206714,GordMackinnon,20,Canada West (British Columbia),-125.9066,49.153,56,73,205,68,1280,235,245,200,425,300,50,0,0,1,2
107479,DonovanCarroll,14,Mid Atlantic (North Carolina),-79.0193,35.7596,50,69,185,90,1200,223,255,186,385,385,47,0,0,1,2
209840,TonyTurski,14,Southern California,-116.4194,34.9592,53,70,161,65,1252,267,225,170,415,365,55,1,1,1,2
179480,PerrySiplon,11,North Central (Kansas),-98.4842,39.0119,49,69,165,66,1213,249,227,177,460,340,56,1,0,0,0
205728,TroyStraith,16,Canada West (British Columbia),-125.9066,49.153,54,76,204,86,1283,292,215,165,345,265,45,1,1,1,2
17769,JoshMiller,82,South East (South Carolina),-81.1637,33.8361,25,69,180,58,1420,259,325,260,480,415,45,1,0,1,2
118016,BruceYoung,16,Canada East (Toronto),-79.3832,43.6532,50,70,185,76,1201,300,218,170,425,320,51,1,0,1,2
492422,JerryWilson,17,Central East (Kentucky),-84.27,37.8393,52,71,195,90,1270,211,225,185,435,355,50,1,1,1,2
88964,RickBurrell,17,South East (Florida),-81.5158,27.6648,51,71,190,72,1260,227,225,185,415,375,57,0,1,1,2
115108,EdmundTan,102,Malaysia,101.9758,4.2105,28,67,149,61,1593,278,265,220,386,364,40,1,1,1,2
588842,DennisCole,17,South West (Nevada),-115.1398,36.1699,54,70,168,66,1297,265,225,176,372,280,50,0,1,1,2
124994,RussellKapper,18,Australia,133.7751,-25.2744,54,65,154,70,1200,249,220,187,386,331,30,1,1,1,2
478925,BobLeFavi,19,South East (Florida),-81.5158,27.6648,54,64,168,68,1347,170,225,190,405,405,50,0,0,1,2
521299,BrianMontgomery,19,South East (Florida),-81.5158,27.6648,51,69,178,66,1260,203,255,165,425,330,55,1,1,1,2
47551,MattDettmann,19,North Central (Missouri),-91.8318,37.9643,41,70,179,68,1241,339,225,185,345,305,55,0,1,0,0
407586,WilliamSanchez,117,Costa Rica,-83.7534,9.7489,47,70,217,72,1806,390,315,245,485,420,34,1,0,0,0
250862,DavidGantz,20,North Central (Illinois),-89.3985,40.6331,54,67,167,74,1344,188,230,170,405,345,55,0,0,0,0
585791,LonnieAtaman,20,North East (Massachusetts),-71.3824,42.4072,50,67,185,65,1300,222,265,215,455,375,52,0,0,0,0
